,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind,Country,Date
368,kashi,39.4547,75.9797,74.41,21,20,8.95,CN,1652036342
369,wahiawa,21.5028,-158.0236,76.21,68,40,9.22,US,1652036343
370,phalodi,27.1333,72.3667,93.58,20,0,24.47,IN,1652036343
371,wagar,16.1525,36.2032,92.66,20,0,16.15,SD,1652036344
372,randfontein,-26.1844,27.702,48.6,81,16,10.18,ZA,1652036344
373,salalah,17.0151,54.0924,80.53,76,6,2.42,OM,1652036345
374,barrie,44.4001,-79.6663,65.57,31,0,9.22,CA,1652036107
375,karlskrona,56.1616,15.5866,46.85,73,47,6.73,SE,1652036346
376,teya,60.3778,92.6267,21.02,95,100,4.07,RU,1652036346
377,abu samrah,35.3029,37.1841,63.86,50,0,8.21,SY,1652036248
378,talnakh,69.4865,88.3972,9.21,96,77,6.46,RU,1652036347
379,hanzhong,33.0728,107.0303,61.81,86,100,2.48,CN,1652036348
380,muli,2.9167,73.5667,84.33,79,100,18.79,MV,1652036348
381,nhulunbuy,-12.2333,136.7667,81.21,83,75,8.05,AU,1652036349
382,bhitarwar,25.8,78.1167,89.83,16,0,8.03,IN,1652036349
383,machachi,-0.5,-78.5667,69.3,71,77,2.84,EC,1652036350
384,golden,39.7555,-105.2211,73.22,33,75,5.75,US,1652036058
385,port macquarie,-31.4333,152.9167,46.89,75,0,5.44,AU,1652036350
386,porbandar,21.6422,69.6093,82.13,76,0,13.33,IN,1652036294
387,kavali,14.9167,79.9833,82.99,65,100,2.91,IN,1652036351
388,pangoa,-12.1167,-73.0,84.63,48,19,3.49,PE,1652036352
389,zhangzhou,24.5133,117.6556,69.73,97,100,0.81,CN,1652036352
390,atambua,-9.1061,124.8925,73.02,85,27,7.7,ID,1652036353
391,dvinskoy,62.1535,45.1175,42.85,93,100,7.25,RU,1652036353
392,spencer,43.1414,-95.1444,58.55,85,100,12.15,US,1652036241
393,aste,45.7906,11.0961,60.3,81,100,1.63,IT,1652036354
394,kovdor,67.5662,30.4758,29.82,81,75,4.9,RU,1652036354
395,tiznit,29.5833,-9.5,84.0,16,9,4.38,MA,1652035911
396,niquelandia,-14.4739,-48.4597,90.41,30,65,4.05,BR,1652036355
397,deputatskiy,69.3,139.9,14.32,98,100,4.05,RU,1652036356
398,bibiani,6.4635,-2.3194,75.27,95,100,3.83,GH,1652036356
399,macenta,8.5435,-9.471,73.81,89,100,5.75,GN,1652036357
400,ventspils,57.3894,21.5606,42.73,61,0,10.36,LV,1652036357
401,egvekinot,66.3167,-179.1667,25.54,95,100,1.39,RU,1652036358
402,haimen,23.1935,116.6142,71.49,89,100,7.25,CN,1652036358
403,rio gallegos,-51.6226,-69.2181,50.05,43,20,37.98,AR,1652036359
404,kapit,2.0167,112.9333,74.43,100,100,0.78,MY,1652036359
405,araguacu,-12.9306,-49.8264,87.89,47,63,4.85,BR,1652036360
406,manado,1.487,124.8455,77.77,100,40,2.3,ID,1652036360
407,gurlan,41.8447,60.3919,75.11,49,100,11.97,UZ,1652036361
408,hamilton,39.1834,-84.5333,70.75,50,0,5.01,US,1652036223
409,muleba,-1.8397,31.6544,68.31,83,87,4.76,TZ,1652036362
410,yar-sale,66.8333,70.8333,35.51,100,100,10.69,RU,1652036362
411,kayes,14.0,-11.0,103.15,19,30,1.39,ML,1652036143
412,santa cruz,-17.8,-63.1667,86.05,42,20,14.97,BO,1652036363
413,lucea,18.451,-78.1736,84.06,65,22,5.84,JM,1652036363
414,zyryanka,65.75,150.85,29.1,82,17,12.97,RU,1652036364
415,anuradhapura,8.3565,80.4173,80.56,88,100,13.89,LK,1652036364
416,tanout,14.9709,8.8879,95.04,20,99,4.43,NE,1652036365
417,bougouni,11.417,-7.479,93.7,29,100,8.05,ML,1652036366
418,jalu,29.0331,21.5482,76.98,28,0,15.77,LY,1652036366
419,umea,63.8284,20.2597,42.91,45,0,8.05,SE,1652036367
420,honolulu,21.3069,-157.8583,79.3,71,75,11.5,US,1652036258
421,senigallia,43.7093,13.2167,62.1,85,15,1.01,IT,1652036367
422,naerbo,58.6667,5.65,49.98,73,100,5.75,NO,1652036368
423,talaya,61.3833,152.75,17.73,90,31,5.46,RU,1652036368
424,povenets,62.8487,34.8262,37.45,72,90,5.57,RU,1652036369
425,sirpur,19.4833,79.6,93.16,16,40,1.79,IN,1652036370
426,luena,-11.7833,19.9167,69.39,55,81,4.45,AO,1652036370
427,amapa,1.0,-52.0,78.28,96,71,3.78,BR,1652036371
428,medina del campo,41.3124,-4.9141,69.4,50,6,7.2,ES,1652036371
429,nepa nagar,21.4667,76.4,96.58,16,65,5.01,IN,1652036372
430,stornoway,58.2093,-6.3865,57.16,75,75,12.66,GB,1652036372
431,tubuala,9.5167,-79.0333,83.44,77,92,5.91,PA,1652036373
432,selty,57.3132,52.1345,45.45,67,1,5.57,RU,1652036373
433,livingston,55.9029,-3.5226,59.36,63,20,13.8,GB,1652036374
434,talara,-4.5772,-81.2719,79.56,57,0,19.57,PE,1652036075
435,acarau,-2.8856,-40.12,79.81,85,100,11.65,BR,1652036374
436,aykhal,66.0,111.5,9.21,95,100,12.55,RU,1652036375
437,aleksandrov gay,50.147,48.5704,48.65,66,100,9.84,RU,1652036375
438,bilibino,68.0546,166.4372,23.36,92,100,5.95,RU,1652036376
439,rimouski,48.4488,-68.524,51.98,48,0,1.79,CA,1652036110
440,avera,33.194,-82.5271,69.31,52,94,7.02,US,1652036377
441,luanda,-8.8368,13.2343,80.6,74,20,10.36,AO,1652036377
442,guiratinga,-16.3494,-53.7583,88.0,31,5,2.53,BR,1652036377
443,buraydah,26.326,43.975,82.85,15,7,9.53,SA,1652036325
444,padang,-0.9492,100.3543,77.05,82,100,3.0,ID,1652036378
445,dingle,10.9995,122.6711,78.12,87,100,8.19,PH,1652036379
446,xining,36.6167,101.7667,46.33,77,2,0.85,CN,1652036379
447,brownfield,33.1812,-102.2744,97.95,5,0,17.47,US,1652036380
448,kochi,9.9399,76.2602,82.38,83,100,9.37,IN,1652036380
449,acapulco,16.8634,-99.8901,86.54,57,38,10.02,MX,1652036381
450,dukat,62.55,155.55,18.23,89,5,5.91,RU,1652036381
451,douglas,41.3,-96.167,65.52,81,100,9.22,US,1652036169
452,cockburn town,21.4612,-71.1419,82.36,74,40,5.75,TC,1652036382
453,phalaborwa,-23.943,31.1411,72.68,52,93,13.67,ZA,1652036382
454,timaru,-44.4,171.25,56.07,97,100,5.99,NZ,1652036383
455,dongsheng,39.8161,109.9776,50.36,52,100,6.58,CN,1652036383
456,mackenzie,55.2999,-123.1698,41.22,81,75,5.75,CA,1652036384
457,abnub,27.2696,31.1511,89.82,13,99,3.69,EG,1652036384
458,villazon,-22.0866,-65.5942,61.3,9,0,26.4,BO,1652036385
459,torbay,47.6666,-52.7314,46.89,61,20,14.97,CA,1652036385
460,xinyu,27.8043,114.9334,69.15,99,100,2.3,CN,1652036386
461,lancaster,40.2504,-76.2499,62.78,46,7,8.01,US,1652036386
462,pinawa,50.1489,-95.8811,68.74,43,100,4.32,CA,1652036387
463,chilchotla,19.2548,-97.1844,81.28,28,64,7.7,MX,1652036387
464,agadez,19.75,10.25,94.08,12,100,7.38,NE,1652036388
465,harper,4.375,-7.7169,79.7,83,100,5.48,LR,1652036296
466,beyneu,45.3167,55.2,64.65,60,100,15.03,KZ,1652036389
467,chyhyryn,49.0838,32.6555,58.84,60,61,3.24,UA,1652036233
468,aksarka,66.5606,67.7975,35.87,100,100,9.44,RU,1652036389
469,kedrovyy,56.1667,91.8167,25.21,61,89,3.29,RU,1652036390
470,kachiry,53.0675,76.1036,51.24,49,45,3.38,KZ,1652036390
471,oksfjord,70.2396,22.3479,35.67,93,100,8.16,NO,1652036391
472,dordrecht,51.81,4.6736,60.94,74,3,4.0,NL,1652036211
473,saint-joseph,-21.3667,55.6167,71.98,80,18,7.56,RE,1652036392
474,vila franca do campo,37.7167,-25.4333,66.61,75,91,1.9,PT,1652036392
475,sulangan,11.1373,123.7228,82.24,77,39,16.67,PH,1652036393
476,constitucion,-35.3333,-72.4167,57.74,79,100,2.84,CL,1652036273
477,jardim,-21.4803,-56.1381,84.87,30,0,3.31,BR,1652036393
478,marsa matruh,31.3525,27.2453,68.2,77,20,16.11,EG,1652036394
479,shelburne,44.0787,-80.2041,62.91,43,0,10.92,CA,1652036395
480,vanavara,60.34,102.2797,26.47,86,100,11.05,RU,1652036395
481,dubti,11.7361,41.0853,93.99,37,60,14.05,ET,1652036396
482,bull savanna,17.8868,-77.5902,82.92,61,16,14.56,JM,1652036396
483,sao jose da coroa grande,-8.8978,-35.1478,78.67,82,26,10.96,BR,1652036397
484,zhanaozen,43.3,52.8,57.6,83,60,15.26,KZ,1652036397
485,varhaug,58.6147,5.6457,49.86,69,100,3.62,NO,1652036398
486,varkkallai,8.7341,76.7067,83.98,85,100,10.49,IN,1652036398
487,chatellerault,46.8,0.5333,70.52,58,100,7.31,FR,1652036399
488,souillac,-20.5167,57.5167,75.58,83,40,6.91,MU,1652036399
489,pisco,-13.7,-76.2167,73.45,49,12,16.11,PE,1652036400
490,homberg,51.0333,9.4,61.61,48,51,5.75,DE,1652036400
491,pathein,16.7833,94.7333,79.07,89,100,2.66,MM,1652036401
492,maragogi,-9.0122,-35.2225,78.69,82,13,11.12,BR,1652036402
493,ampanihy,-24.7,44.75,70.3,85,9,2.82,MG,1652036403
494,umm kaddadah,13.6017,26.6876,87.15,5,85,12.41,SD,1652036404
495,twentynine palms,34.1356,-116.0542,81.86,24,1,1.01,US,1652036295
496,kattivakkam,13.2167,80.3167,86.09,85,100,7.16,IN,1652036405
497,tarumovka,44.0761,46.5361,49.91,86,100,12.93,RU,1652036406
498,christchurch,-43.5333,172.6333,56.91,92,100,3.0,NZ,1652036320
499,quatre cocos,-20.2078,57.7625,73.09,86,25,9.89,MU,1652036411
500,abu dhabi,24.4667,54.3667,84.96,71,0,10.8,AE,1652036413
501,turtas,58.9417,69.1325,48.69,68,100,4.74,RU,1652036414
502,toora-khem,52.4675,96.11,27.32,75,100,4.18,RU,1652036415
503,penzance,50.1186,-5.5371,53.8,87,97,11.83,GB,1652036415
504,bintulu,3.1667,113.0333,78.12,89,100,5.53,MY,1652036416
505,vila do maio,15.1333,-23.2167,71.73,81,31,15.05,CV,1652036417
506,sveio,59.5419,5.3518,46.72,64,100,2.93,NO,1652036417
507,kindu,-2.95,25.95,70.66,95,100,0.11,CD,1652036418
508,ariquemes,-9.9133,-63.0408,84.27,70,47,3.49,BR,1652036418
509,tyulyachi,55.8913,50.2399,47.95,55,8,6.82,RU,1652036419
510,awallan,17.9244,121.913,75.65,92,66,3.62,PH,1652036419
511,abbeville,50.1,1.8333,62.49,76,71,10.22,FR,1652036420
512,ukiah,39.1502,-123.2078,53.37,72,56,5.01,US,1652036421
513,dalvik,65.9702,-18.5286,46.33,95,100,2.62,IS,1652036296
514,sibut,5.718,19.0739,75.58,83,100,6.69,CF,1652036421
515,sobolevo,54.4299,31.8996,47.59,85,100,5.86,RU,1652036374
516,dashitou,43.3067,128.5114,37.09,48,0,2.3,CN,1652036422
517,lazo,43.3817,133.9014,37.27,60,74,3.78,RU,1652036423
518,saint john,45.2727,-66.0677,56.17,44,100,7.43,CA,1652036424
519,norman wells,65.282,-126.8329,39.24,60,75,5.75,CA,1652035904
520,miracema do tocantins,-9.5618,-48.3967,89.08,46,9,5.03,BR,1652036425
521,porto novo,6.4965,2.6036,82.18,80,5,11.45,BJ,1652036425
522,quang ngai,15.1167,108.8,75.16,91,99,2.73,VN,1652036335
523,bure,10.7,37.0667,66.47,63,98,3.29,ET,1652036426
524,matagami,49.7502,-77.6328,64.51,16,0,17.27,CA,1652036427
525,batagay-alyta,67.8006,130.4114,24.31,96,100,2.77,RU,1652036427
526,namatanai,-3.6667,152.4333,80.49,82,100,11.23,PG,1652036428
527,suhbaatar,50.2314,106.2078,38.7,87,100,15.05,MN,1652036428
528,semey,50.4111,80.2275,45.18,32,3,6.15,KZ,1652036429
529,la rochelle,46.1667,-1.15,66.27,72,0,6.91,FR,1652036429
530,bedong,5.7274,100.5088,76.33,96,100,1.48,MY,1652036430
531,ambon,-3.6954,128.1814,77.14,94,40,4.61,ID,1652036430
532,te anau,-45.4167,167.7167,47.61,93,100,1.21,NZ,1652036431
533,buala,-8.145,159.5921,80.44,85,100,8.43,SB,1652036141
534,ugoofaaru,5.6667,73.0,84.34,78,100,17.18,MV,1652036431
535,den helder,52.9599,4.7593,51.96,73,14,14.0,NL,1652036432
536,jacareacanga,-6.2222,-57.7528,89.08,55,15,3.36,BR,1652036433
537,huarmey,-10.0681,-78.1522,71.29,74,100,12.5,PE,1652036433
538,atbasar,51.8,68.3333,48.45,39,10,8.55,KZ,1652036434
539,karaton,-6.3424,106.1045,76.77,89,100,3.22,ID,1652036434
540,zhangye,38.9342,100.4517,60.69,35,13,6.06,CN,1652036435
541,pestovo,58.5938,35.8024,40.57,88,100,4.65,RU,1652036435
542,sorland,67.667,12.6934,39.06,98,100,12.91,NO,1652036436
543,coari,-4.085,-63.1414,82.9,78,60,1.77,BR,1652036142
544,lufilufi,-13.8745,-171.5986,82.83,72,100,8.57,WS,1652036437
545,zhigansk,66.7697,123.3711,21.04,94,100,25.64,RU,1652036437
546,ixtapa,20.7,-105.2,93.67,33,40,8.72,MX,1652036418
547,hovd,48.0056,91.6419,36.79,46,9,13.44,MN,1652036438
548,pizhanka,57.4604,48.542,48.38,66,56,9.62,RU,1652036439
549,arman,59.7,150.1667,32.95,82,83,5.12,RU,1652036439
550,kolobrzeg,54.1757,15.5834,49.15,84,6,11.43,PL,1652036440
551,konevo,62.1215,39.3192,37.54,88,100,4.47,RU,1652036440
